name,city,country,iata_code,_geoloc,links_count,objectID
Chapais Airport,Chibougamau,Canada,YMT,"{'lat': 49.7719, 'lng': -74.5281}",6,5514
Aupaluk Airport,Aupaluk,Canada,YPJ,"{'lat': 59.2967, 'lng': -69.5997}",6,5508
Fort Hope Airport,Fort Hope,Canada,YFH,"{'lat': 51.5619, 'lng': -87.9078}",6,5491
Lourdes De Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,YBX,"{'lat': 51.4436, 'lng': -57.1853}",6,5485
Kangirsuk Airport,Kangirsuk,Canada,YKG,"{'lat': 60.0272, 'lng': -69.9992}",6,5481
Sisimiut Airport,Sisimiut,Greenland,JHS,"{'lat': 66.9513, 'lng': -53.7293}",6,5447
Qaanaaq Airport,Qaanaaq,Greenland,NAQ,"{'lat': 77.4886, 'lng': -69.3887}",6,5446
Vanimo Airport,Vanimo,Papua New Guinea,VAI,"{'lat': -2.69717, 'lng': 141.302}",6,5436
Tari Airport,Tari,Papua New Guinea,TIZ,"{'lat': -5.845, 'lng': 142.948}",6,5433
Moro Airport,Moro,Papua New Guinea,MXH,"{'lat': -6.36333, 'lng': 143.238}",6,5431
Ngorangora Airport,Kirakira,Solomon Islands,IRA,"{'lat': -10.4497, 'lng': 161.898}",6,5409
Durham Tees Valley Airport,Teesside,United Kingdom,MME,"{'lat': 54.509189, 'lng': -1.429406}",6,522
Pori,Pori,Finland,POR,"{'lat': 61.461686, 'lng': 21.799983}",6,448
Lappeenranta,Lappeenranta,Finland,LPP,"{'lat': 61.044553, 'lng': 28.144397}",6,441
Arcata,Arcata CA,United States,ACV,"{'lat': 40.978111, 'lng': -124.108611}",6,4384
Uraj,Uraj,Russia,URJ,"{'lat': 60.1, 'lng': 64.83}",6,4377
Vityazevo,Anapa,Russia,AAQ,"{'lat': 45.002097, 'lng': 37.347272}",6,4353
Kruunupyy,Kruunupyy,Finland,KOK,"{'lat': 63.721172, 'lng': 23.143131}",6,435
ISLES OF SCILLY,ST MARY\\'S,United Kingdom,ISC,"{'lat': 49.919, 'lng': -6.3075}",6,4347
Gillette-Campbell County Airport,Gillette,United States,GCC,"{'lat': 44.3489167, 'lng': -105.5393611}",6,4296
Golden Triangle Regional Airport,Columbus Mississippi,United States,GTR,"{'lat': 33.450333, 'lng': -88.591361}",6,4273
Columbus Metropolitan Airport,Columbus,United States,CSG,"{'lat': 32.5163333, 'lng': -84.9388611}",6,4255
Busuanga,Busuanga,Philippines,USU,"{'lat': 12.121458, 'lng': 120.100031}",6,4199
Napier,NAPIER,New Zealand,NPE,"{'lat': -39.465833, 'lng': 176.87}",6,4095
Nauru Intl,Nauru,Nauru,INU,"{'lat': -0.547458, 'lng': 166.9191}",6,4076
La Crosse Municipal,La Crosse,United States,LSE,"{'lat': 43.878986, 'lng': -91.256711}",6,4044
Mundo Maya International,Flores,Guatemala,FRS,"{'lat': 16.913819, 'lng': -89.866383}",6,4024
Aasiaat,Aasiaat,Greenland,JEG,"{'lat': 68.7, 'lng': -52.75}",6,3997
Tagbilaran,Tagbilaran,Philippines,TAG,"{'lat': 9.66408056, 'lng': 123.853247}",6,3994
Palanga Intl,Palanga,Lithuania,PLQ,"{'lat': 55.973228, 'lng': 21.093856}",6,3958
Ubon Ratchathani,Ubon Ratchathani,Thailand,UBP,"{'lat': 15.251278, 'lng': 104.870231}",6,3937
Muhammad Salahuddin,Bima,Indonesia,BMU,"{'lat': -8.539647, 'lng': 118.687322}",6,3924
Tjilik Riwut,Palangkaraya,Indonesia,PKY,"{'lat': -2.2251279999999998, 'lng': 113.942661}",6,3911
Kijang,Tanjung Pinang,Indonesia,TNJ,"{'lat': 0.9226829999999999, 'lng': 104.53231099999999}",6,3906
Abdul Rachman Saleh,Malang,Indonesia,MLG,"{'lat': -7.926556, 'lng': 112.714514}",6,3894
Natrona Co Intl,Casper,United States,CPR,"{'lat': 42.908, 'lng': -106.464417}",6,3872
Unalaska,Unalaska,United States,DUT,"{'lat': 53.900139, 'lng': -166.5435}",6,3860
Sitka Rocky Gutierrez,Sitka,United States,SIT,"{'lat': 57.047138, 'lng': -135.361611}",6,3856
Tyler Pounds Rgnl,Tyler,United States,TYR,"{'lat': 32.354139, 'lng': -95.402386}",6,3848
Dothan Rgnl,Dothan,United States,DHN,"{'lat': 31.321339, 'lng': -85.449628}",6,3739
Brownsville South Padre Island Intl,Brownsville,United States,BRO,"{'lat': 25.906833, 'lng': -97.425861}",6,3738
Easterwood Fld,College Station,United States,CLL,"{'lat': 30.588583, 'lng': -96.363833}",6,3715
Cincinnati Muni Lunken Fld,Cincinnati,United States,LUK,"{'lat': 39.103333, 'lng': -84.418611}",6,3681
Kenai Muni,Kenai,United States,ENA,"{'lat': 60.573111, 'lng': -151.245}",6,3628
Merle K Mudhole Smith,Cordova,United States,CDV,"{'lat': 60.491778, 'lng': -145.477556}",6,3610
Yuma Mcas Yuma Intl,Yuma,United States,YUM,"{'lat': 32.656578, 'lng': -114.60598}",6,3596
Lincoln,Lincoln,United States,LNK,"{'lat': 40.850971, 'lng': -96.75925}",6,3543
Lake Charles Rgnl,Lake Charles,United States,LCH,"{'lat': 30.126112, 'lng': -93.223335}",6,3513
Huron Rgnl,Huron,United States,HON,"{'lat': 44.3852, 'lng': -98.228542}",6,3491
Dillingham,Dillingham,United States,DLG,"{'lat': 59.044667, 'lng': -158.5055}",6,3460
St Paul Island,St. Paul Island,United States,SNP,"{'lat': 57.167333, 'lng': -170.220444}",6,3426
Wagga Wagga,Wagga Wagga,Australia,WGA,"{'lat': -35.165278, 'lng': 147.466389}",6,3363
Dubbo,Dubbo,Australia,DBO,"{'lat': -32.216667, 'lng': 148.574722}",6,3358
Learmonth,Learmonth,Australia,LEA,"{'lat': -22.235556, 'lng': 114.088611}",6,3348
Proserpine Whitsunday Coast,Prosserpine,Australia,PPP,"{'lat': -20.495, 'lng': 148.552222}",6,3328
Mopah,Merauke,Indonesia,MKQ,"{'lat': -8.520294, 'lng': 140.418453}",6,3246
Nabire,Nabire,Indonesia,NBX,"{'lat': -3.368183, 'lng': 135.496406}",6,3242
Sittwe,Sittwe,Burma,AKY,"{'lat': 20.132708, 'lng': 92.872628}",6,3235
Phitsanulok,Phitsanulok,Thailand,PHS,"{'lat': 16.782939, 'lng': 100.279122}",6,3170
Rajahmundry,Rajahmundry,India,RJA,"{'lat': 17.110361, 'lng': 81.818208}",6,3148
Vijayawada,Vijayawada,India,VGA,"{'lat': 16.530433, 'lng': 80.796847}",6,3134
Savannakhet,Savannakhet,Laos,ZVK,"{'lat': 16.556594, 'lng': 104.759531}",6,3118
Jessore,Jessore,Bangladesh,JSR,"{'lat': 23.1838, 'lng': 89.160833}",6,3071
Coxs Bazar,Cox's Bazar,Bangladesh,CXB,"{'lat': 21.452194, 'lng': 91.963889}",6,3068
Surat,Surat,India,STV,"{'lat': 21.114061, 'lng': 72.741792}",6,3022
Rajkot,Rajkot,India,RAJ,"{'lat': 22.309183, 'lng': 70.779525}",6,3019
Jabalpur,Jabalpur,India,JLR,"{'lat': 23.177817, 'lng': 80.052047}",6,3009
Nefta,Tozeur,Tunisia,TOE,"{'lat': 33.939722, 'lng': 8.110556}",6,296
Kemerovo,Kemorovo,Russia,KEJ,"{'lat': 55.270094, 'lng': 86.107208}",6,2957
Barnaul,Barnaul,Russia,BAX,"{'lat': 53.363775, 'lng': 83.538533}",6,2956
Semipalatinsk,Semiplatinsk,Kazakhstan,PLX,"{'lat': 50.3513, 'lng': 80.2344}",6,2918
Pavlodar,Pavlodar,Kazakhstan,PWQ,"{'lat': 52.195, 'lng': 77.073889}",6,2917
Uralsk,Uralsk,Kazakhstan,URA,"{'lat': 51.150833, 'lng': 51.543056}",6,2916
Padre Aldamiz,Puerto Maldonado,Peru,PEM,"{'lat': -12.613611, 'lng': -69.228611}",6,2808
Antonio Narino,Pasto,Colombia,PSO,"{'lat': 1.396247, 'lng': -77.291478}",6,2742
Puerto Carreno,Puerto Carreno,Colombia,PCR,"{'lat': 6.184717, 'lng': -67.493164}",6,2738
Fabio Alberto Leon Bentley,Mitu,Colombia,MVP,"{'lat': 1.2536640000000001, 'lng': -70.233878}",6,2732
Los Garzones,Monteria,Colombia,MTR,"{'lat': 8.823744, 'lng': -75.825831}",6,2731
Perales,Ibague,Colombia,IBE,"{'lat': 4.421608, 'lng': -75.1333}",6,2724
Mariscal Lamar,Cuenca,Ecuador,CUE,"{'lat': -2.889467, 'lng': -78.984397}",6,2671
Francisco De Orellana,Coca,Ecuador,OCC,"{'lat': -0.46288599999999996, 'lng': -76.986842}",6,2670
Maquehue,Temuco,Chile,ZCO,"{'lat': -38.766819, 'lng': -72.637097}",6,2664
Enugu,Enugu,Nigeria,ENU,"{'lat': 6.474272, 'lng': 7.561961}",6,264
Professor Urbano Ernesto Stumpf,Sao Jose Dos Campos,Brazil,SJK,"{'lat': -23.228172, 'lng': -45.862739}",6,2615
Macapa,Macapa,Brazil,MCP,"{'lat': 0.050664, 'lng': -51.072178}",6,2591
Mario Ribeiro,Montes Claros,Brazil,MOC,"{'lat': -16.706925, 'lng': -43.8189}",6,2587
Usiminas,Ipatinga,Brazil,IPN,"{'lat': -19.470722, 'lng': -42.487583}",6,2570
Fernando De Noronha,Fernando Do Noronha,Brazil,FEN,"{'lat': -3.854928, 'lng': -32.423336}",6,2556
Campo Dos Bugres,Caxias Do Sul,Brazil,CXJ,"{'lat': -29.197064, 'lng': -51.187536}",6,2547
Cascavel,Cascavel,Brazil,CAC,"{'lat': -25.000339, 'lng': -53.500764}",6,2535
Boa Vista,Boa Vista,Brazil,BVB,"{'lat': 2.846311, 'lng': -60.690069}",6,2533
Mar Del Plata,Mar Del Plata,Argentina,MDQ,"{'lat': -37.934167, 'lng': -57.573333}",6,2508
Tamale,Tamale,Ghana,TML,"{'lat': 9.557192, 'lng': -0.8632139999999999}",6,249
Esquel,Esquel,Argentina,EQS,"{'lat': -42.90795, 'lng': -71.139472}",6,2488
St Anthony,St. Anthony,Canada,YAY,"{'lat': 51.391944, 'lng': -56.083056}",6,24
Cotabato,Cotabato,Philippines,CBO,"{'lat': 7.165242, 'lng': 124.209619}",6,2399
Pohang,Pohang,South Korea,KPO,"{'lat': 35.987858, 'lng': 129.420486}",6,2380
Ulsan,Ulsan,South Korea,USN,"{'lat': 35.593494, 'lng': 129.351722}",6,2374
Yeosu,Yeosu,South Korea,RSU,"{'lat': 34.842328, 'lng': 127.61685}",6,2365
Yamagata,Yamagata,Japan,GAJ,"{'lat': 38.411894, 'lng': 140.371331}",6,2341
New Kitakyushu,Kitakyushu,Japan,KKJ,"{'lat': 33.845942, 'lng': 131.034689}",6,2311
Tsushima,Tsushima,Japan,TSJ,"{'lat': 34.284889, 'lng': 129.33055}",6,2297
Yamaguchi Ube,Yamaguchi,Japan,UBJ,"{'lat': 33.93, 'lng': 131.278611}",6,2296
Obihiro,Obihiro,Japan,OBO,"{'lat': 42.733333, 'lng': 143.217222}",6,2286
Pohnpei Intl,Pohnpei,Micronesia,PNI,"{'lat': 6.9851, 'lng': 158.208989}",6,2255
Bucholz Aaf,Kwajalein,Marshall Islands,KWA,"{'lat': 8.720122, 'lng': 167.731661}",6,2251
Sheikh Zayed,Rahim Yar Khan,Pakistan,RYK,"{'lat': 28.3839, 'lng': 70.279572}",6,2222
Gwadar,Gwadar,Pakistan,GWD,"{'lat': 25.233308, 'lng': 62.329494}",6,2203
Nejran,Nejran,Saudi Arabia,EAM,"{'lat': 17.611436, 'lng': 44.419169}",6,2075
Bisha,Bisha,Saudi Arabia,BHH,"{'lat': 19.98435, 'lng': 42.620881}",6,2062
Al Baha,El-baha,Saudi Arabia,ABT,"{'lat': 20.296139, 'lng': 41.634277}",6,2061
Al Ahsa,Al-ahsa,Saudi Arabia,HOF,"{'lat': 25.285306, 'lng': 49.485189}",6,2060
Woodbourne,Woodbourne,New Zealand,BHE,"{'lat': -41.518333, 'lng': 173.870278}",6,2037
Tauranga,Tauranga,New Zealand,TRG,"{'lat': -37.671944, 'lng': 176.19611}",6,2034
Rotorua,Rotorua,New Zealand,ROT,"{'lat': -38.109167, 'lng': 176.317222}",6,2031
New Plymouth,New Plymouth,New Zealand,NPL,"{'lat': -39.008611, 'lng': 174.179167}",6,2023
Lifou,Lifou,New Caledonia,LIF,"{'lat': -20.7748, 'lng': 167.239864}",6,2000
Maupiti,Maupiti,French Polynesia,MAU,"{'lat': -16.426486, 'lng': -152.243669}",6,1994
Manihi,Manihi,French Polynesia,XMH,"{'lat': -14.436764, 'lng': -146.070056}",6,1978
Wallis,Wallis,Wallis and Futuna,WLS,"{'lat': -13.238281, 'lng': -176.199228}",6,1968
Bonriki Intl,Tarawa,Kiribati,TRW,"{'lat': 1.3816359999999999, 'lng': 173.147036}",6,1965
Ignacio Agramonte Intl,Camaguey,Cuba,CMW,"{'lat': 21.420428, 'lng': -77.847433}",6,1904
Cap Haitien Intl,Cap Haitien,Haiti,CAP,"{'lat': 19.732989, 'lng': -72.194739}",6,1895
Palmar Sur,Palmar Sur,Costa Rica,PMZ,"{'lat': 8.951025, 'lng': -83.468583}",6,1887
Puerto Escondido Intl,Puerto Escondido,Mexico,PXM,"{'lat': 15.876861, 'lng': -97.089117}",6,1837
Colima,Colima,Mexico,CLQ,"{'lat': 19.277011, 'lng': -103.577397}",6,1808
Tepic,Tepic,Mexico,TPQ,"{'lat': 21.419453, 'lng': -104.842581}",6,1802
Fort Nelson,Fort Nelson,Canada,YYE,"{'lat': 58.836389, 'lng': -122.596944}",6,180
Ciudad Del Carmen Intl,Ciudad Del Carmen,Mexico,CME,"{'lat': 18.653739, 'lng': -91.799017}",6,1789
Bahias De Huatulco Intl,Huatulco,Mexico,HUX,"{'lat': 15.775317, 'lng': -96.262572}",6,1786
Batman,Batman,Turkey,BAL,"{'lat': 37.928969, 'lng': 41.116583}",6,1729
Erzincan,Erzincan,Turkey,ERC,"{'lat': 39.710203, 'lng': 39.527003}",6,1723
Porto Santo,Porto Santo,Portugal,PXO,"{'lat': 33.073386, 'lng': -16.349975}",6,1637
Santa Maria,Santa Maria (island),Portugal,SMA,"{'lat': 36.97139, 'lng': -25.170639}",6,1617
Sde Dov,Tel-aviv,Israel,SDV,"{'lat': 32.114661, 'lng': 34.782239}",6,1605
Rimini,Rimini,Italy,RMI,"{'lat': 44.020292, 'lng': 12.611747}",6,1546
Pantelleria,Pantelleria,Italy,PNL,"{'lat': 36.816519, 'lng': 11.968864}",6,1511
Lampedusa,Lampedusa,Italy,LMP,"{'lat': 35.497914, 'lng': 12.618083}",6,1510
Skiros,Skiros,Greece,SKU,"{'lat': 38.967553, 'lng': 24.487228}",6,1482
Araxos,Patras,Greece,GPA,"{'lat': 38.151111, 'lng': 21.425556}",6,1473
Dimokritos,Alexandroupolis,Greece,AXD,"{'lat': 40.855869, 'lng': 25.956264}",6,1446
St Pierre,St.-pierre,Saint Pierre and Miquelon,FSP,"{'lat': 46.762904, 'lng': -56.173088}",6,1441
Le Palyvestre,Hyeres,France,TLN,"{'lat': 43.0973, 'lng': 6.14603}",6,1438
Pleurtuit,Dinard,France,DNR,"{'lat': 48.587683, 'lng': -2.079958}",6,1405
Cape Dorset,Cape Dorset,Canada,YTE,"{'lat': 64.23, 'lng': -76.526667}",6,140
Saint John,St. John,Canada,YSJ,"{'lat': 45.316111, 'lng': -65.890278}",6,135
Tavaux,Dole,France,DLE,"{'lat': 47.039014, 'lng': 5.42725}",6,1309
Mazamet,Castres,France,DCM,"{'lat': 43.55625, 'lng': 2.289183}",6,1285
Gander Intl,Gander,Canada,YQX,"{'lat': 48.936944, 'lng': -54.568056}",6,125
San Sebastian,San Sebastian,Spain,EAS,"{'lat': 43.356519, 'lng': -1.790611}",6,1242
Kufra,Kufra,Libya,AKF,"{'lat': 24.178728, 'lng': 23.313958}",6,1153
Kenora,Kenora,Canada,YQK,"{'lat': 49.788334, 'lng': -94.363056}",6,115
Windsor,Windsor,Canada,YQG,"{'lat': 42.275556, 'lng': -82.955556}",6,113
Red Deer Regional,Red Deer Industrial,Canada,YQF,"{'lat': 52.182222, 'lng': -113.894444}",6,112
Makale,Makale,Ethiopia,MQX,"{'lat': 13.467367, 'lng': 39.533464}",6,1118
Lalibella,Lalibella,Ethiopia,LLI,"{'lat': 11.975014, 'lng': 38.979969}",6,1117
Dire Dawa Intl,Dire Dawa,Ethiopia,DIR,"{'lat': 9.6247, 'lng': 41.854203}",6,1112
Hierro,Hierro,Spain,VDE,"{'lat': 27.814847, 'lng': -17.887056}",6,1052
Kananga,Kananga,Congo (Kinshasa),KGA,"{'lat': -5.900055, 'lng': 22.469166}",6,1042
Goma,Goma,Congo (Kinshasa),GOM,"{'lat': -1.670814, 'lng': 29.238464}",6,1036
Cabinda,Cabinda,Angola,CAB,"{'lat': -5.596992, 'lng': 12.188353}",5,946
Tununak Airport,Tununak,United States,TNK,"{'lat': 60.575556, 'lng': -165.271667}",5,8201
Nightmute Airport,Nightmute,United States,NME,"{'lat': 60.471111, 'lng': -164.700833}",5,8199
Ravensthorpe Airport,Ravensthorpe,Australia,RVT,"{'lat': -33.797222, 'lng': 120.208056}",5,7577
Allakaket Airport,Allakaket,United States,AET,"{'lat': 66.5519, 'lng': -152.6222}",5,6839
Noatak Airport,Noatak,United States,WTK,"{'lat': 67.5661, 'lng': -162.975}",5,6725
Erechim Airport,Erechim,Brazil,ERM,"{'lat': -27.6619, 'lng': -52.2683}",5,6477
Kenmore Air Harbor Seaplane Base,Seattle,United States,LKE,"{'lat': 47.629, 'lng': -122.339}",5,6457
Esperance Airport,Esperance,Australia,EPR,"{'lat': -33.6844, 'lng': 121.823}",5,6266
Saga Airport,Saga,Japan,HSG,"{'lat': 33.1497, 'lng': 130.302}",5,5996
Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,DEA,"{'lat': 29.961011, 'lng': 70.485925}",5,5942
Uléi Airport,Ambryn Island,Vanuatu,ULB,"{'lat': -16.333, 'lng': 168.283}",5,5910
Ahe Airport,Ahe,French Polynesia,AHE,"{'lat': -14.4281, 'lng': -146.257}",5,5889
New Bedford Regional Airport,New Bedford,United States,EWB,"{'lat': 41.6761, 'lng': -70.9569}",5,5737
Harrison Marion Regional Airport,Clarksburg,United States,CKB,"{'lat': 39.2966, 'lng': -80.2281}",5,5730
Sorkjosen Airport,Sorkjosen,Norway,SOJ,"{'lat': 69.7868, 'lng': 20.9594}",5,5588
Sanday Airport,Sanday,United Kingdom,NDY,"{'lat': 59.2503, 'lng': -2.57667}",5,5569
Round Lake (Weagamow Lake) Airport,Round Lake,Canada,ZRJ,"{'lat': 52.9436, 'lng': -91.3128}",5,5547
Fort Severn Airport,Fort Severn,Canada,YER,"{'lat': 56.0189, 'lng': -87.6761}",5,5489
Fort Frances Municipal Airport,Fort Frances,Canada,YAG,"{'lat': 48.6542, 'lng': -93.4397}",5,5479
Wunnumin Lake Airport,Wunnumin Lake,Canada,WNN,"{'lat': 52.8939, 'lng': -89.2892}",5,5466
Wapekeka Airport,Angling Lake,Canada,YAX,"{'lat': 53.8492, 'lng': -89.5794}",5,5465
Punta Gorda Airport,Punta Gorda,Belize,PND,"{'lat': 16.1024, 'lng': -88.8083}",5,5455
Narsaq Heliport,Narsaq,Greenland,JNS,"{'lat': 60.9167, 'lng': -46.0586}",5,5445
Forde Bringeland,Forde,Norway,FDE,"{'lat': 61.392, 'lng': 5.763}",5,4389
Abraham Lincoln Capital,Springfield,United States,SPI,"{'lat': 39.8441, 'lng': -89.677889}",5,4336
Valan,Honningsvag,Norway,HVG,"{'lat': 70.99, 'lng': 25.83}",5,4326
Kemi Tornio,Kemi,Finland,KEM,"{'lat': 65.781889, 'lng': 24.5991}",5,432
Jyvaskyla,Jyvaskyla,Finland,JYV,"{'lat': 62.399453, 'lng': 25.678253}",5,430
Barnstable Muni Boardman Polando Fld,Barnstable,United States,HYA,"{'lat': 41.669336, 'lng': -70.280356}",5,4278
Wai Oti,Maumere,Indonesia,MOF,"{'lat': -8.640647, 'lng': 122.236889}",5,3913
South Arkansas Rgnl At Goodwin Fld,El Dorado,United States,ELD,"{'lat': 33.220972, 'lng': -92.813278}",5,3696
Norfolk Island Intl,Norfolk Island,Norfolk Island,NLK,"{'lat': -29.041625, 'lng': 167.938742}",5,3359
Kaimana,Kaimana,Indonesia,KNG,"{'lat': -3.644517, 'lng': 133.695553}",5,3258
Heroes Del Acre,Cobija,Bolivia,CIJ,"{'lat': -11.040436, 'lng': -68.782972}",5,2761
In Salah,In Salah,Algeria,INZ,"{'lat': 27.251022, 'lng': 2.512017}",5,239
Takaroa,Takaroa,French Polynesia,TKX,"{'lat': -14.455781, 'lng': -145.024542}",5,1986
Tikehau,Tikehau,French Polynesia,TIH,"{'lat': -15.119617, 'lng': -148.230697}",5,1975
Tubuai,Tubuai,French Polynesia,TUB,"{'lat': -23.365353, 'lng': -149.524072}",5,1972
Rurutu,Rurutu,French Polynesia,RUR,"{'lat': -22.434069, 'lng': -151.360614}",5,1971
Aitutaki,Aitutaki,Cook Islands,AIT,"{'lat': -18.830922, 'lng': -159.764233}",5,1958
Gerrard Smith Intl,Cayman Barac,Cayman Islands,CYB,"{'lat': 19.686981, 'lng': -79.882789}",5,1925
Vilo Acuna Intl,Cayo Largo del Sur,Cuba,CYO,"{'lat': 21.616453, 'lng': -81.545989}",5,1903
Bocas Del Toro Intl,Bocas Del Toro,Panama,BOC,"{'lat': 9.340853, 'lng': -82.250842}",5,1865
Kisumu,Kisumu,Kenya,KIS,"{'lat': -0.086139, 'lng': 34.728892}",5,1140
Kisangani Simisini,Kisangani,Congo (Kinshasa),FKI,"{'lat': 0.5175000000000001, 'lng': 25.155014}",5,1031
Mbandaka,Mbandaka,Congo (Kinshasa),MDK,"{'lat': 0.022600000000000002, 'lng': 18.288744}",5,1026
High Level,High Level,Canada,YOJ,"{'lat': 58.621389, 'lng': -117.164722}",4,99
Lichinga,Lichinga,Mozambique,VXC,"{'lat': -13.273986, 'lng': 35.266262}",4,977
Saurimo,Saurimo,Angola,VHC,"{'lat': -9.689067, 'lng': 20.431875}",4,957
Malanje,Malanje,Angola,MEG,"{'lat': -9.525086, 'lng': 16.312406}",4,952
Kuito,Kuito,Angola,SVP,"{'lat': -12.404633, 'lng': 16.947414}",4,949
Tolagnaro,Tolagnaro,Madagascar,FTU,"{'lat': -25.038056, 'lng': 46.956111}",4,937
Gannan,Xiahe city,China,GXH,"{'lat': 34.4909, 'lng': 102.3719}",4,9311
Bingol,Bingol,Turkey,BGG,"{'lat': 38.86111, 'lng': 40.5925}",4,9272
Morondava,Morondava,Madagascar,MOQ,"{'lat': -20.28475, 'lng': 44.317614}",4,922
Igdir,Igdir,Turkey,IGD,"{'lat': 39.983056, 'lng': 43.866389}",4,9043
Garoua,Garoua,Cameroon,GOU,"{'lat': 9.335892, 'lng': 13.370103}",4,901
Sir Bani Yas Island,Sir Bani Yas Island,United Arab Emirates,XSB,"{'lat': 24.2856083, 'lng': 52.5783472}",4,8961
Bodaibo,Bodaibo,Russia,ODO,"{'lat': 57.5137, 'lng': 114.1348}",4,8944
Bata,Bata,Equatorial Guinea,BSG,"{'lat': 1.905469, 'lng': 9.805681}",4,890
Kooddoo,Kooddoo,Maldives,GKK,"{'lat': 0.7308, 'lng': 73.433}",4,8892
Lankaran International Airport,Lankaran,Azerbaijan,LLK,"{'lat': 38.746389, 'lng': 48.817778}",4,8774
Francistown,Francistown,Botswana,FRW,"{'lat': -21.159597, 'lng': 27.474525}",4,877
Upington,Upington,South Africa,UTN,"{'lat': -28.399097, 'lng': 21.260239}",4,865
Prince Abdul Majeed Airport,Al-Ula,Saudi Arabia,ULH,"{'lat': 26.636718, 'lng': 37.908018}",4,8381
Carlos Alberto da Costa Neves Airport,Cacador,Brazil,CFC,"{'lat': -26.788333, 'lng': -50.939722}",4,8244
Arctic Bay Airport,Arctic Bay,Canada,YAB,"{'lat': 73.006389, 'lng': -85.047222}",4,8225
Kegaska Airport,Kegaska,Canada,ZKG,"{'lat': 50.195833, 'lng': -61.265833}",4,8217
Newtok Airport,Newtok,United States,WWT,"{'lat': 60.939167, 'lng': -164.641111}",4,8203
Zona da Mata Regional Airport,Juiz de Fora,Brazil,IZA,"{'lat': -21.5130558014, 'lng': -43.1730575562}",4,8180
Friday Harbor Seaplane Base,Friday Harbor,United States,FBS,"{'lat': 48.537222, 'lng': -123.009722}",4,8174
Westsound Seaplane Base,Westsound,United States,WSX,"{'lat': 48.617778, 'lng': -122.952778}",4,8173
Roche Harbor Seaplane Base,Roche Harbor,United States,RCE,"{'lat': 48.608056, 'lng': -123.159722}",4,8170
Kimberley,Kimberley,South Africa,KIM,"{'lat': -28.802834, 'lng': 24.765166999999998}",4,815
NAYPYITAW,NAYPYITAW,Burma,NYT,"{'lat': 19.374, 'lng': 96.121}",4,8130
Hoedspruit Afb,Hoedspruit,South Africa,HDS,"{'lat': -24.368642, 'lng': 31.048744}",4,811
Zhongwei Xiangshan Airport,Zhongwei,China,ZHY,"{'lat': 37.5728, 'lng': 105.1544}",4,8043
Gunsa,Shiquanhe,China,NGQ,"{'lat': 32.10027, 'lng': 80.052778}",4,7932
Yushu Batang,Yushu,China,YUS,"{'lat': 32.825, 'lng': 97.125}",4,7894
Belbek Sevastopol International Airport,Sevastopol,Ukraine,UKS,"{'lat': 44.691431, 'lng': 33.57567}",4,7863
Zonguldak,Zonguldak,Turkey,ONQ,"{'lat': 41.506111, 'lng': 32.088611}",4,7821
Cotopaxi International Airport,Latacunga,Ecuador,LTX,"{'lat': -0.5425, 'lng': -78.3657}",4,7695
Morristown Municipal Airport,Morristown,United States,MMU,"{'lat': 40.79935, 'lng': -74.4148747}",4,7657
Rundu,Rundu,Namibia,NDU,"{'lat': -17.956461, 'lng': 19.719439}",4,7634
Santa Ana Airport,Santa Ana,Solomon Islands,NNB,"{'lat': -10.848056, 'lng': 162.454167}",4,7618
Ulawa Airport,Ulawa,Solomon Islands,RNA,"{'lat': -9.854722, 'lng': 161.979167}",4,7616
Cachimbo,Itaituba,Brazil,ITB,"{'lat': -4.2446, 'lng': -56.00384}",4,7534
Wenshan Airport,Wenshan,China,WNH,"{'lat': 23.375833, 'lng': 104.243056}",4,7528
Lincang Airport,Lincang,China,LNJ,"{'lat': 23.738333, 'lng': 100.025}",4,7527
Baoshan Airport,Baoshan,China,BSD,"{'lat': 25.053333, 'lng': 99.168333}",4,7505
Okha Airport,Okha,Russia,OHH,"{'lat': 53.583333, 'lng': 142.933333}",4,7479
Foshan,Foshan,China,FUO,"{'lat': 23.133333, 'lng': 113.28333}",4,7457
Raivavae Airport,Raivavae,French Polynesia,RVV,"{'lat': -23.87, 'lng': -147.67}",4,7456
Kungsangen,Norrkoeping,Sweden,NRK,"{'lat': 58.586253, 'lng': 16.250622}",4,743
Saab,Linkoeping,Sweden,LPI,"{'lat': 58.40615, 'lng': 15.680508}",4,742
Borlange,Borlange,Sweden,BLE,"{'lat': 60.422017, 'lng': 15.515211}",4,739
La Chorrera Airport,La Chorrera,Colombia,LCR,"{'lat': -0.733333, 'lng': -73.016667}",4,7356
Los Colonizadores Airport,Saravena,Colombia,RVE,"{'lat': 6.916667, 'lng': -71.9}",4,7355
Rurrenabaque Airport,Rerrenabaque,Bolivia,RBQ,"{'lat': -14.4275, 'lng': -67.498056}",4,7317
Orebro,Orebro,Sweden,ORB,"{'lat': 59.223733, 'lng': 15.037956}",4,731
Arvidsjaur,Arvidsjaur,Sweden,AJR,"{'lat': 65.590278, 'lng': 19.281944}",4,730
Rainbow Lake Airport,Rainbow Lake,Canada,YOP,"{'lat': 58.491389, 'lng': -119.407778}",4,7266
